Decade	Year	Commodity	EndUse	Category	Item	Unit	PublishValue
1970's	1970	Sweet Corn	Canning	Availability	Per Capita Availability	Pounds	14.26
1970's	1970	Sweet Corn	Canning	Season Average Price	Current Dollars	$/ton	23.3
1970's	1970	Sweet Corn	Canning	Season Average Price	Constant 2012 Dollars	$/ton	107.49
1970's	1970	Sweet Corn	Freezing	Supply	Production	Million pounds	963
1970's	1970	Sweet Corn	Freezing	Supply	Imports	Million pounds	0
1970's	1970	Sweet Corn	Freezing	Supply	Beginning Stocks	Million pounds	1006.9
1970's	1970	Sweet Corn	Freezing	Supply	Total Supply	Million pounds	1969.9
1970's	1970	Sweet Corn	Freezing	Availability	Exports	Million pounds	5.5
1970's	1970	Sweet Corn	Freezing	Availability	Ending Stocks	Million pounds	785.4
1970's	1970	Sweet Corn	Freezing	Availability	Domestic Availability	Million pounds	1179
1970's	1970	Sweet Corn	Freezing	Availability	Per Capita Availability	Pounds	5.75
1970's	1970	Sweet Corn	Freezing	Season Average Price	Current Dollars	$/ton	25.8
1970's	1970	Sweet Corn	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	119.02
1970's	1970	Sweet Corn	Fresh	Supply	Production	Million pounds	1594.2
1970's	1970	Sweet Corn	Fresh	Supply	Imports	Million pounds	1.2
1970's	1970	Sweet Corn	Fresh	Supply	Total Supply	Million pounds	1595.4
1970's	1970	Sweet Corn	Fresh	Availability	Domestic Availability	Million pounds	1595.4
1970's	1970	Sweet Corn	Fresh	Availability	Per Capita Availability	Pounds	7.78
1970's	1970	Sweet Corn	Fresh	Season Average Price	Current Dollars	$/cwt	5.27
1970's	1970	Sweet Corn	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	24.31
1970's	1970	Sweet Potatoes	All uses	Supply	Production	Million pounds	1316
1970's	1970	Sweet Potatoes	All uses	Supply	Total Supply	Million pounds	1316
1970's	1970	Sweet Potatoes	All uses	Availability	Seed Use	Million pounds	68.5
1970's	1970	Sweet Potatoes	All uses	Availability	"Feed use, Shrink and Loss"	Million pounds	137.6
1970's	1970	Sweet Potatoes	All uses	Availability	Domestic Availability	Million pounds	1109.9
1970's	1970	Sweet Potatoes	All uses	Availability	Per Capita Availability	Pounds	5.41
1970's	1970	Sweet Potatoes	All uses	Season Average Price	Current Dollars	$/cwt	4.38
1970's	1970	Sweet Potatoes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	20.21
1970's	1970	Tomatoes	Fresh	Supply	Production	Million pounds	1933.4
1970's	1970	Tomatoes	Fresh	Supply	Imports	Million pounds	646.7
1970's	1970	Tomatoes	Fresh	Supply	Total Supply	Million pounds	2580.1
1970's	1970	Tomatoes	Fresh	Availability	Exports	Million pounds	89.2
1970's	1970	Tomatoes	Fresh	Availability	Domestic Availability	Million pounds	2490.9
1970's	1970	Tomatoes	Fresh	Availability	Per Capita Availability	Pounds	12.15
1970's	1970	Tomatoes	Fresh	Season Average Price	Current Dollars	$/cwt	11.2
1970's	1970	Tomatoes	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	51.67
1970's	1970	Tomatoes	Processing	Supply	Production	Million pounds	11017.9
1970's	1970	Tomatoes	Processing	Supply	Imports	Million pounds	696
1970's	1970	Tomatoes	Processing	Supply	Beginning Stocks	Million pounds	9655
1970's	1970	Tomatoes	Processing	Supply	Total Supply	Million pounds	21368.9
1970's	1970	Tomatoes	Processing	Availability	Exports	Million pounds	104.6
1970's	1970	Tomatoes	Processing	Availability	Ending Stocks	Million pounds	8527.9
1970's	1970	Tomatoes	Processing	Availability	Domestic Availability	Million pounds	12736.3
1970's	1970	Tomatoes	Processing	Availability	Per Capita Availability	Pounds	62.11
1970's	1970	Tomatoes	Processing	Season Average Price	Current Dollars	$/ton	34
1970's	1970	Tomatoes	Processing	Season Average Price	Constant 2012 Dollars	$/ton	156.85
1970's	1970	Total vegetables	Canning	Supply	Production	Million pounds	18158.6
1970's	1970	Total vegetables	Canning	Supply	Imports	Million pounds	711.2
1970's	1970	Total vegetables	Canning	Supply	Beginning Stocks	Million pounds	14821.3
1970's	1970	Total vegetables	Canning	Supply	Total Supply	Million pounds	33691.2
1970's	1970	Total vegetables	Canning	Availability	Exports	Million pounds	159.3
1970's	1970	Total vegetables	Canning	Availability	Ending Stocks	Million pounds	13490.1
1970's	1970	Total vegetables	Canning	Availability	Domestic Availability	Million pounds	20041.8
1970's	1970	Total vegetables	Canning	Availability	Per Capita Availability	Pounds	97.74
1970's	1970	Total vegetables	Canning	Trade Shares	Availability Imported	Percent	3.5
1970's	1970	Total vegetables	Canning	Trade Shares	Supply Exported	Percent	0.5
1970's	1970	Total vegetables	Canning	Total	U.S. Population on July 1	Millions	205
1970's	1970	Total vegetables	Freezing	Supply	Production	Million pounds	2874.4
1970's	1970	Total vegetables	Freezing	Supply	Imports	Million pounds	0.2
1970's	1970	Total vegetables	Freezing	Supply	Beginning Stocks	Million pounds	2360.5
1970's	1970	Total vegetables	Freezing	Supply	Total Supply	Million pounds	5235.1
1970's	1970	Total vegetables	Freezing	Availability	Exports	Million pounds	15.7
1970's	1970	Total vegetables	Freezing	Availability	Ending Stocks	Million pounds	2107.7
1970's	1970	Total vegetables	Freezing	Availability	Domestic Availability	Million pounds	3111.7
1970's	1970	Total vegetables	Freezing	Availability	Per Capita Availability	Pounds	15.18
1970's	1970	Total vegetables	Freezing	Trade Shares	Availability Imported	Percent	0
1970's	1970	Total vegetables	Freezing	Total	U.S. Population on July 1	Millions	205
1970's	1970	Total vegetables	Fresh	Supply	Production	Million pounds	17886.5
1970's	1970	Total vegetables	Fresh	Supply	Imports	Million pounds	1142.3
1970's	1970	Total vegetables	Fresh	Supply	Beginning Stocks	Million pounds	495.3
1970's	1970	Total vegetables	Fresh	Supply	Total Supply	Million pounds	19524.1
1970's	1970	Total vegetables	Fresh	Availability	Exports	Million pounds	731.9
1970's	1970	Total vegetables	Fresh	Availability	Ending Stocks	Million pounds	597.4
1970's	1970	Total vegetables	Fresh	Availability	Shrink and Loss	Million pounds	386.8
1970's	1970	Total vegetables	Fresh	Availability	Domestic Availability	Million pounds	17808.1
1970's	1970	Total vegetables	Fresh	Availability	Per Capita Availability	Pounds	86.85
1970's	1970	Total vegetables	Fresh	Trade Shares	Availability Imported	Percent	6.4
1970's	1970	Total vegetables	Fresh	Trade Shares	Supply Exported	Percent	3.7
1970's	1970	Total vegetables	Fresh	Total	U.S. Population on July 1	Millions	205
1970's	1971	Artichokes	All uses	Supply	Production	Million pounds	79.2
1970's	1971	Artichokes	All uses	Supply	Imports	Million pounds	26.1
1970's	1971	Artichokes	All uses	Supply	Total Supply	Million pounds	105.3
1970's	1971	Artichokes	All uses	Availability	Domestic Availability	Million pounds	105.3
1970's	1971	Artichokes	All uses	Availability	Per Capita Availability	Pounds	0.51
1970's	1971	Artichokes	All uses	Season Average Price	Current Dollars	$/cwt	9.72
1970's	1971	Artichokes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	42.68
1970's	1971	Asparagus	Canning	Supply	Production	Million pounds	134.4
1970's	1971	Asparagus	Canning	Supply	Imports	Million pounds	6.6
1970's	1971	Asparagus	Canning	Supply	Beginning Stocks	Million pounds	56.9
1970's	1971	Asparagus	Canning	Supply	Total Supply	Million pounds	197.9
1970's	1971	Asparagus	Canning	Availability	Exports	Million pounds	8.9
1970's	1971	Asparagus	Canning	Availability	Ending Stocks	Million pounds	58.4
1970's	1971	Asparagus	Canning	Availability	Domestic Availability	Million pounds	130.6
1970's	1971	Asparagus	Canning	Availability	Per Capita Availability	Pounds	0.63
1970's	1971	Asparagus	Canning	Season Average Price	Current Dollars	$/ton	419
1970's	1971	Asparagus	Canning	Season Average Price	Constant 2012 Dollars	$/ton	1839.66
1970's	1971	Asparagus	Freezing	Supply	Production	Million pounds	61.4
1970's	1971	Asparagus	Freezing	Supply	Imports	Million pounds	0
1970's	1971	Asparagus	Freezing	Supply	Beginning Stocks	Million pounds	15.8
1970's	1971	Asparagus	Freezing	Supply	Total Supply	Million pounds	77.2
1970's	1971	Asparagus	Freezing	Availability	Exports	Million pounds	0.2
1970's	1971	Asparagus	Freezing	Availability	Ending Stocks	Million pounds	20.9
1970's	1971	Asparagus	Freezing	Availability	Domestic Availability	Million pounds	56.1
1970's	1971	Asparagus	Freezing	Availability	Per Capita Availability	Pounds	0.27
1970's	1971	Asparagus	Freezing	Season Average Price	Current Dollars	$/ton	376
1970's	1971	Asparagus	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	1650.86
1970's	1971	Asparagus	Fresh	Supply	Production	Million pounds	85.8
1970's	1971	Asparagus	Fresh	Supply	Total Supply	Million pounds	85.8
1970's	1971	Asparagus	Fresh	Availability	Exports	Million pounds	7.2
1970's	1971	Asparagus	Fresh	Availability	Domestic Availability	Million pounds	78.6
1970's	1971	Asparagus	Fresh	Availability	Per Capita Availability	Pounds	0.38
1970's	1971	Asparagus	Fresh	Season Average Price	Current Dollars	$/cwt	29.2
1970's	1971	Asparagus	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	128.21
1970's	1971	Broccoli	Fresh	Supply	Production	Million pounds	149.6
1970's	1971	Broccoli	Fresh	Supply	Total Supply	Million pounds	149.6
1970's	1971	Broccoli	Fresh	Availability	Domestic Availability	Million pounds	149.6
1970's	1971	Broccoli	Fresh	Availability	Per Capita Availability	Pounds	0.72
1970's	1971	Broccoli	Fresh	Season Average Price	Current Dollars	$/cwt	14.8
1970's	1971	Broccoli	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	64.98
1970's	1971	Broccoli	Processing	Supply	Production	Million pounds	188.5
1970's	1971	Broccoli	Processing	Supply	Imports	Million pounds	0
1970's	1971	Broccoli	Processing	Supply	Beginning Stocks	Million pounds	84.4
1970's	1971	Broccoli	Processing	Supply	Total Supply	Million pounds	272.9
1970's	1971	Broccoli	Processing	Availability	Exports	Million pounds	1
1970's	1971	Broccoli	Processing	Availability	Ending Stocks	Million pounds	84.9
1970's	1971	Broccoli	Processing	Availability	Domestic Availability	Million pounds	187
1970's	1971	Broccoli	Processing	Availability	Per Capita Availability	Pounds	0.9
1970's	1971	Broccoli	Processing	Season Average Price	Current Dollars	$/ton	176
1970's	1971	Broccoli	Processing	Season Average Price	Constant 2012 Dollars	$/ton	772.74
1970's	1971	Brussels Sprouts	All uses	Supply	Production	Million pounds	65.5
1970's	1971	Brussels Sprouts	All uses	Supply	Beginning Stocks	Million pounds	43.5
1970's	1971	Brussels Sprouts	All uses	Supply	Total Supply	Million pounds	109
1970's	1971	Brussels Sprouts	All uses	Availability	Ending Stocks	Million pounds	46.7
1970's	1971	Brussels Sprouts	All uses	Availability	Domestic Availability	Million pounds	62.3
1970's	1971	Brussels Sprouts	All uses	Availability	Per Capita Availability	Pounds	0.3
1970's	1971	Brussels Sprouts	All uses	Season Average Price	Current Dollars	$/cwt	12.4
1970's	1971	Brussels Sprouts	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	54.44
1970's	1971	Cabbage	Fresh	Supply	Production	Million pounds	1921.5
1970's	1971	Cabbage	Fresh	Supply	Imports	Million pounds	7.5
1970's	1971	Cabbage	Fresh	Supply	Total Supply	Million pounds	1929
1970's	1971	Cabbage	Fresh	Availability	Exports	Million pounds	71
1970's	1971	Cabbage	Fresh	Availability	Shrink and Loss	Million pounds	26
1970's	1971	Cabbage	Fresh	Availability	Domestic Availability	Million pounds	1832
1970's	1971	Cabbage	Fresh	Availability	Per Capita Availability	Pounds	8.82
1970's	1971	Cabbage	Fresh	Season Average Price	Current Dollars	$/cwt	3.32
1970's	1971	Cabbage	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	14.58
1970's	1971	Cabbage	Processing	Supply	Production	Million pounds	469.9
1970's	1971	Cabbage	Processing	Supply	Imports	Million pounds	0.2
1970's	1971	Cabbage	Processing	Supply	Beginning Stocks	Million pounds	422.7
1970's	1971	Cabbage	Processing	Supply	Total Supply	Million pounds	892.8
1970's	1971	Cabbage	Processing	Availability	Ending Stocks	Million pounds	380.3
1970's	1971	Cabbage	Processing	Availability	Domestic Availability	Million pounds	512.5
1970's	1971	Cabbage	Processing	Availability	Per Capita Availability	Pounds	2.47
1970's	1971	Cabbage	Processing	Season Average Price	Current Dollars	$/ton	17.5
1970's	1971	Cabbage	Processing	Season Average Price	Constant 2012 Dollars	$/ton	76.84
1970's	1971	Carrots	Canning	Supply	Production	Million pounds	458
1970's	1971	Carrots	Canning	Supply	Imports	Million pounds	0
1970's	1971	Carrots	Canning	Supply	Beginning Stocks	Million pounds	274.8
1970's	1971	Carrots	Canning	Supply	Total Supply	Million pounds	732.8
1970's	1971	Carrots	Canning	Availability	Exports	Million pounds	0
1970's	1971	Carrots	Canning	Availability	Ending Stocks	Million pounds	312.5
1970's	1971	Carrots	Canning	Availability	Domestic Availability	Million pounds	420.3
1970's	1971	Carrots	Canning	Availability	Per Capita Availability	Pounds	2.02
1970's	1971	Carrots	Freezing	Supply	Production	Million pounds	261.5
1970's	1971	Carrots	Freezing	Supply	Beginning Stocks	Million pounds	199.8
1970's	1971	Carrots	Freezing	Supply	Total Supply	Million pounds	461.3
1970's	1971	Carrots	Freezing	Availability	Exports	Million pounds	1
1970's	1971	Carrots	Freezing	Availability	Ending Stocks	Million pounds	181.3
1970's	1971	Carrots	Freezing	Availability	Domestic Availability	Million pounds	279
1970's	1971	Carrots	Freezing	Availability	Per Capita Availability	Pounds	1.34
1970's	1971	Carrots	Freezing	Season Average Price	Current Dollars	$/ton	30.5
1970's	1971	Carrots	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	133.91
1970's	1971	Carrots	Fresh	Supply	Production	Million pounds	1287.1
1970's	1971	Carrots	Fresh	Supply	Imports	Million pounds	52.6
1970's	1971	Carrots	Fresh	Supply	Total Supply	Million pounds	1339.7
1970's	1971	Carrots	Fresh	Availability	Exports	Million pounds	69.6
1970's	1971	Carrots	Fresh	Availability	Domestic Availability	Million pounds	1270.1
1970's	1971	Carrots	Fresh	Availability	Per Capita Availability	Pounds	6.12
1970's	1971	Carrots	Fresh	Season Average Price	Current Dollars	$/cwt	7.18
1970's	1971	Carrots	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	31.52
1970's	1971	Cauliflower	Fresh	Supply	Production	Million pounds	143.4
1970's	1971	Cauliflower	Fresh	Supply	Imports	Million pounds	0.8
1970's	1971	Cauliflower	Fresh	Supply	Total Supply	Million pounds	144.2
1970's	1971	Cauliflower	Fresh	Availability	Domestic Availability	Million pounds	144.2
1970's	1971	Cauliflower	Fresh	Availability	Per Capita Availability	Pounds	0.69
1970's	1971	Cauliflower	Fresh	Season Average Price	Current Dollars	$/cwt	14.5
1970's	1971	Cauliflower	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	63.66
1970's	1971	Cauliflower	Processing	Supply	Production	Million pounds	118.2
1970's	1971	Cauliflower	Processing	Supply	Imports	Million pounds	0
1970's	1971	Cauliflower	Processing	Supply	Beginning Stocks	Million pounds	57
1970's	1971	Cauliflower	Processing	Supply	Total Supply	Million pounds	175.2
1970's	1971	Cauliflower	Processing	Availability	Exports	Million pounds	0.4
1970's	1971	Cauliflower	Processing	Availability	Ending Stocks	Million pounds	46.3
1970's	1971	Cauliflower	Processing	Availability	Domestic Availability	Million pounds	128.5
1970's	1971	Cauliflower	Processing	Availability	Per Capita Availability	Pounds	0.62
1970's	1971	Cauliflower	Processing	Season Average Price	Current Dollars	$/ton	113
1970's	1971	Cauliflower	Processing	Season Average Price	Constant 2012 Dollars	$/ton	496.14
1970's	1971	Celery	All uses	Supply	Production	Million pounds	1618.4
1970's	1971	Celery	All uses	Supply	Imports	Million pounds	0.7
1970's	1971	Celery	All uses	Supply	Total Supply	Million pounds	1619.1
1970's	1971	Celery	All uses	Availability	Exports	Million pounds	109
1970's	1971	Celery	All uses	Availability	Domestic Availability	Million pounds	1510.1
1970's	1971	Celery	All uses	Availability	Per Capita Availability	Pounds	7.27
1970's	1971	Celery	All uses	Season Average Price	Current Dollars	$/cwt	5.46
1970's	1971	Celery	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	23.97
1970's	1971	Cucumbers	Fresh	Supply	Production	Million pounds	432.6
1970's	1971	Cucumbers	Fresh	Supply	Imports	Million pounds	157.4
1970's	1971	Cucumbers	Fresh	Supply	Total Supply	Million pounds	590
1970's	1971	Cucumbers	Fresh	Availability	Exports	Million pounds	11.6
1970's	1971	Cucumbers	Fresh	Availability	Domestic Availability	Million pounds	578.4
1970's	1971	Cucumbers	Fresh	Availability	Per Capita Availability	Pounds	2.79
1970's	1971	Cucumbers	Fresh	Season Average Price	Current Dollars	$/cwt	7.57
1970's	1971	Cucumbers	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	33.24
1970's	1971	Cucumbers	Processing	Supply	Production	Million pounds	1126.2
1970's	1971	Cucumbers	Processing	Supply	Imports	Million pounds	4.2
1970's	1971	Cucumbers	Processing	Supply	Beginning Stocks	Million pounds	421.1
1970's	1971	Cucumbers	Processing	Supply	Total Supply	Million pounds	1551.5
1970's	1971	Cucumbers	Processing	Availability	Exports	Million pounds	0.8
1970's	1971	Cucumbers	Processing	Availability	Ending Stocks	Million pounds	401.7
1970's	1971	Cucumbers	Processing	Availability	Domestic Availability	Million pounds	1149
1970's	1971	Cucumbers	Processing	Availability	Per Capita Availability	Pounds	5.53
1970's	1971	Cucumbers	Processing	Season Average Price	Current Dollars	$/ton	93.2
1970's	1971	Cucumbers	Processing	Season Average Price	Constant 2012 Dollars	$/ton	409.2
1970's	1971	Eggplant	All uses	Supply	Production	Million pounds	43.7
1970's	1971	Eggplant	All uses	Supply	Imports	Million pounds	23.3
1970's	1971	Eggplant	All uses	Supply	Total Supply	Million pounds	67
1970's	1971	Eggplant	All uses	Availability	Domestic Availability	Million pounds	67
1970's	1971	Eggplant	All uses	Availability	Per Capita Availability	Pounds	0.32
1970's	1971	Eggplant	All uses	Season Average Price	Current Dollars	$/cwt	9.18
1970's	1971	Eggplant	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	40.31
